Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,189.99978637695312,202.95899963378906,203.8961944580078,201.98751831054688,202.59327697753906,2963643
2015-01-02,189.49693298339844,202.4218292236328,204.82196044921875,202.1361083984375,203.0047149658203,7331366
2015-01-05,187.42124938964844,200.20457458496094,203.64476013183594,199.80455017089844,202.29611206054688,10103941
2015-01-06,178.9152374267578,191.11839294433594,199.55311584472656,190.1811981201172,198.86737060546875,18627980
2015-01-07,182.80982971191406,195.2786102294922,196.30723571777344,191.32412719726562,191.34698486328125,20720312
2015-01-08,180.18849182128906,192.4784698486328,197.2444305419922,192.04415893554688,196.60438537597656,19872227
2015-01-09,184.09375,196.6501007080078,197.0386962890625,193.1527862548828,193.92996215820312,13392787
2015-01-12,181.953857421875,194.36427307128906,196.81011962890625,192.3756103515625,196.69583129882812,10100113
2015-01-13,180.42384338378906,192.7299041748047,195.42718505859375,192.12416076660156,194.9814453125,9948711
2015-01-14,178.6691436767578,190.85552978515625,193.60995483398438,189.9983367919922,192.69561767578125,11380041
2015-01-15,184.9390106201172,197.55300903320312,199.11880493164062,192.00987243652344,192.00987243652344,16927085
2015-01-16,186.10525512695312,198.79879760742188,200.01028442382812,194.76429748535156,196.58152770996094,19136963
2015-01-19,188.23440551757812,201.0731964111328,202.52468872070312,196.29580688476562,198.9130859375,13339962
2015-01-20,193.24172973632812,206.4220428466797,206.99349975585938,200.89031982421875,201.49607849121094,13361320
2015-01-21,194.0334930419922,207.26779174804688,208.33070373535156,203.90762329101562,206.86778259277344,17084297
2015-01-22,189.11175537109375,202.01039123535156,207.37066650390625,201.03890991210938,206.90206909179688,23721627
2015-01-23,189.7858123779297,202.7304229736328,205.2219696044922,200.4674530029297,203.43902587890625,18080494
2015-01-27,190.2458953857422,203.2218780517578,204.9705352783203,201.26748657226562,204.10191345214844,17939876
2015-01-28,194.0548858642578,207.2906494140625,207.96498107910156,202.54754638671875,202.54754638671875,19298126
2015-01-29,198.8802947998047,212.44520568847656,213.61097717285156,207.3020782470703,207.34779357910156,36117653
2015-01-30,195.8523712158203,209.21075439453125,212.8680877685547,207.7821044921875,212.5823516845703,21746801
2015-02-02,194.3116912841797,207.56495666503906,210.27366638183594,207.0277862548828,209.39361572265625,19302710
2015-02-03,200.63504028320312,214.31959533691406,215.06248474121094,208.74215698242188,208.74215698242188,17092333
