Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,24.21489715576172,27.332500457763672,27.860000610351562,26.837499618530273,27.84749984741211,212818400
2015-01-05,23.5327205657959,26.5625,27.162500381469727,26.352500915527344,27.072500228881836,257142000
2015-01-06,23.534940719604492,26.565000534057617,26.857500076293945,26.157499313354492,26.635000228881836,263188400
2015-01-07,23.86495590209961,26.9375,27.049999237060547,26.674999237060547,26.799999237060547,160423600
2015-01-08,24.78189468383789,27.97249984741211,28.037500381469727,27.174999237060547,27.3075008392334,237458000
2015-01-09,24.808473587036133,28.002500534057617,28.3125,27.552499771118164,28.167499542236328,214798000
2015-01-12,24.197179794311523,27.3125,28.157499313354492,27.200000762939453,28.149999618530273,198603200
2015-01-13,24.412010192871094,27.55500030517578,28.200000762939453,27.227500915527344,27.857500076293945,268367600
2015-01-14,24.318994522094727,27.450000762939453,27.622499465942383,27.125,27.260000228881836,195826400
2015-01-15,23.658964157104492,26.704999923706055,27.514999389648438,26.665000915527344,27.5,240056000
2015-01-16,23.475133895874023,26.497499465942383,26.895000457763672,26.299999237060547,26.75749969482422,314053200
2015-01-20,24.079784393310547,27.18000030517578,27.24250030517578,26.625,26.959999084472656,199599600
2015-01-21,24.263620376586914,27.387500762939453,27.764999389648438,27.0674991607666,27.237499237060547,194303600
2015-01-22,24.894851684570312,28.100000381469727,28.11750030517578,27.43000030517578,27.565000534057617,215185600
2015-01-23,25.023311614990234,28.2450008392334,28.4375,27.88249969482422,28.075000762939453,185859200
2015-01-26,25.049890518188477,28.274999618530273,28.59000015258789,28.200000762939453,28.434999465942383,222460000
2015-01-27,24.172807693481445,27.28499984741211,28.1200008392334,27.25749969482422,28.104999542236328,382274800
2015-01-28,25.539369583129883,28.827499389648438,29.530000686645508,28.827499389648438,29.407499313354492,585908400
2015-01-29,26.334497451782227,29.725000381469727,29.797500610351562,28.889999389648438,29.079999923706055,337745600
2015-01-30,25.949119567871094,29.290000915527344,30.0,29.212499618530273,29.600000381469727,334982000
2015-02-02,26.27469825744629,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400
2015-02-03,26.279130935668945,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800
2015-02-04,26.480674743652344,29.889999389648438,30.127500534057617,29.577499389648438,29.625,280598800
2015-02-05,26.669687271118164,29.985000610351562,30.0575008392334,29.8125,30.0049991607666,168984800
2015-02-06,26.445100784301758,29.732500076293945,30.0625,29.612499237060547,30.0049991607666,174826400
2015-02-09,26.620759963989258,29.93000030517578,29.959999084472656,29.607500076293945,29.637500762939453,155559200
2015-02-10,27.132190704345703,30.5049991607666,30.537500381469727,30.040000915527344,30.042499542236328,248034000
2015-02-11,27.76814079284668,31.219999313354492,31.229999542236328,30.625,30.6924991607666,294247200
2015-02-12,28.119468688964844,31.614999771118164,31.8700008392334,31.392499923706055,31.514999389648438,297898000
2015-02-13,28.257322311401367,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800
2015-02-17,28.424100875854492,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600
2015-02-18,28.621997833251953,32.18000030517578,32.19499969482422,31.862499237060547,31.907499313354492,179566800
2015-02-19,28.561954498291016,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600
2015-02-20,28.795434951782227,32.375,32.375,32.01250076293945,32.154998779296875,195793600
2015-02-23,29.57368278503418,33.25,33.25,32.415000915527344,32.505001068115234,283896400
2015-02-24,29.38912582397461,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400
2015-02-25,28.637548446655273,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800
2015-02-26,28.999998092651367,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000
2015-02-27,28.564180374145508,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200
2015-03-02,28.704265594482422,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800
2015-03-03,28.764307022094727,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200
2015-03-04,28.581968307495117,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200
2015-03-05,28.10834503173828,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400
2015-03-06,28.15058708190918,31.649999618530273,32.342498779296875,31.565000534057617,32.099998474121094,291368400
2015-03-09,28.27066993713379,31.78499984741211,32.39250183105469,31.264999389648438,31.989999771118164,354114000
2015-03-10,27.685867309570312,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400
2015-03-11,27.181102752685547,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000
2015-03-12,27.67252540588379,31.112499237060547,31.225000381469727,30.407499313354492,30.577499389648438,193450800
2015-03-13,27.48128890991211,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200
2015-03-16,27.78369903564453,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200
2015-03-17,28.248422622680664,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400
2015-03-18,28.56640625,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600
2015-03-19,28.350717544555664,31.875,32.3125,31.850000381469727,32.1875,183238000
2015-03-20,27.994937896728516,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400
2015-03-23,28.28622817993164,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800
2015-03-24,28.170604705810547,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200
